Unnamed,이름,이메일,견종,견종_코드,크기,크기_코드,색상,색상_코드,연령대,연령대_코드,상태,상태_코드,브랜드,브랜드_코드,사료,사료_코드,평점,후기,주소,국가,시도,시군구,CP,CF,CR,CB,CA,PO,WA,field_8,field_9,field_10,field_11,field_12,field_13,field_14,field_15,field_16,field_17,field_18,field_19,field_20,field_21,field_22,field_23,field_24,field_25,field_26,field_27,field_28,field_29,field_30,field_31,field_32,field_33,field_34,field_35,field_36,field_37,field_38,field_39,field_40,field_41,field_42,field_43,field_44,field_45,field_46,field_47,field_48,field_49,field_50,field_51,field_52,field_53,field_54,field_55,field_56,field_57,field_58,field_59,field_60,field_61,field_62,field_63,field_64,field_65,field_66,field_67,field_68,field_69,field_70,field_71,field_72,field_73,field_74,field_75,field_76,field_77,field_78,field_79,field_80,field_81,field_82,field_83
28,실리,dummy467@dummy.dummy,시바견,MS,중형견,M,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,나우 퍼피,NO,그레인프리 스몰브리드 퍼피,NO002,5,기호성 좋음. 주변 사람들에게 추천해주고 싶은 사료다,경기도 파주시,대한민국,경기도,파주시,28.0,18.0,9.0,4.5,1.2,0.8,10.0,ATM,CPS,BPE,CPOT,AE,BPE,BL,HCO,HNFE,HCCO,ESAL,ADM,CAL,CCAR,CPU,CBAN,CBL,CCR,CR,CBB,CP,CPI,CGF,BLE,CBRO,CSP,HCOTC,CAL,DKP,GCALC,GPDP,HLEC,GSCH,GPC,DSW,FMMI,TA,FMETH,FAA,CCHR,HLACA,HENTE,HASPN,HASPO,HY,CYSE,CMARI,HLC,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
29,새디,dummy674@dummy.dummy,시츄,SST,소형견,S,퓨어화이트,PH,강아지,P,유루증,EP,now퍼피,NO,그레인프리 스몰브리드 퍼피,NO002,5,"수제 사료는 폭풍 설사를 했는데, 이 사료는 잘 먹고 몸에 잘 맞는다. 눈물도 줄었다.",경기도,대한민국,경기도,blank,28.0,18.0,9.0,4.5,1.2,0.8,10.0,ATM,CPS,BPE,CPOT,AE,BPE,BL,HCO,HNFE,HCCO,ESAL,ADM,CAL,CCAR,CPU,CBAN,CBL,CCR,CR,CBB,CP,CPI,CGF,BLE,CBRO,CSP,HCOTC,CAL,DKP,GCALC,GPDP,HLEC,GSCH,GPC,DSW,FMMI,TA,FMETH,FAA,CCHR,HLACA,HENTE,HASPN,HASPO,HY,CYSE,CMARI,HLC,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
30,베일리,dummy677@dummy.dummy,시츄,SST,소형견,S,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,now,NO,그레인프리 스몰브리드 퍼피,NO002,4,잘 먹는다. 사료 크기도 맘에들고 무엇보다 잘 먹는 것 같아 맘에든다.,부산,대한민국,부산광역시,blank,28.0,18.0,9.0,4.5,1.2,0.8,10.0,ATM,CPS,BPE,CPOT,AE,BPE,BL,HCO,HNFE,HCCO,ESAL,ADM,CAL,CCAR,CPU,CBAN,CBL,CCR,CR,CBB,CP,CPI,CGF,BLE,CBRO,CSP,HCOTC,CAL,DKP,GCALC,GPDP,HLEC,GSCH,GPC,DSW,FMMI,TA,FMETH,FAA,CCHR,HLACA,HENTE,HASPN,HASPO,HY,CYSE,CMARI,HLC,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
31,아름이,dummy783@dummy.dummy,요크셔테리어,SYT,소형견,S,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,now 그레인프리,NO,그레인프리 스몰브리드 퍼피,NO002,4,잘먹고 잘 싼다. 이정도면 대만족!!,경남 진주시,대한민국,경상남도,진주시,28.0,18.0,9.0,4.5,1.2,0.8,10.0,ATM,CPS,BPE,CPOT,AE,BPE,BL,HCO,HNFE,HCCO,ESAL,ADM,CAL,CCAR,CPU,CBAN,CBL,CCR,CR,CBB,CP,CPI,CGF,BLE,CBRO,CSP,HCOTC,CAL,DKP,GCALC,GPDP,HLEC,GSCH,GPC,DSW,FMMI,TA,FMETH,FAA,CCHR,HLACA,HENTE,HASPN,HASPO,HY,CYSE,CMARI,HLC,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
32,미피,dummy790@dummy.dummy,요크셔테리어,SYT,소형견,S,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,나우,NO,그레인프리 스몰브리드 퍼피,NO002,4,잘먹어서 좋다. 맛있게 먹는 것 같다.,부산 사하구,대한민국,부산광역시,사하구,28.0,18.0,9.0,4.5,1.2,0.8,10.0,ATM,CPS,BPE,CPOT,AE,BPE,BL,HCO,HNFE,HCCO,ESAL,ADM,CAL,CCAR,CPU,CBAN,CBL,CCR,CR,CBB,CP,CPI,CGF,BLE,CBRO,CSP,HCOTC,CAL,DKP,GCALC,GPDP,HLEC,GSCH,GPC,DSW,FMMI,TA,FMETH,FAA,CCHR,HLACA,HENTE,HASPN,HASPO,HY,CYSE,CMARI,HLC,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
33,달이,dummy821@dummy.dummy,포메라니안,SPM,소형견,S,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,now,NO,그레인프리 스몰브리드 퍼피,NO002,1,냄새가 너무 역겹다. 별로다,광주 광산구,대한민국,광주광역시,광산구,28.0,18.0,9.0,4.5,1.2,0.8,10.0,ATM,CPS,BPE,CPOT,AE,BPE,BL,HCO,HNFE,HCCO,ESAL,ADM,CAL,CCAR,CPU,CBAN,CBL,CCR,CR,CBB,CP,CPI,CGF,BLE,CBRO,CSP,HCOTC,CAL,DKP,GCALC,GPDP,HLEC,GSCH,GPC,DSW,FMMI,TA,FMETH,FAA,CCHR,HLACA,HENTE,HASPN,HASPO,HY,CYSE,CMARI,HLC,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
34,다롱이,dummy825@dummy.dummy,포메라니안,SPM,소형견,S,블루멀,BM,강아지,P,12개월 이하 아기,BU12,now,NO,그레인프리 스몰브리드 퍼피,NO002,1,설사를 너무 심하게 하고 변 냄새도 좋지 않아 병원까지 다녀옴.,광주 북구,대한민국,광주광역시,북구,28.0,18.0,9.0,4.5,1.2,0.8,10.0,ATM,CPS,BPE,CPOT,AE,BPE,BL,HCO,HNFE,HCCO,ESAL,ADM,CAL,CCAR,CPU,CBAN,CBL,CCR,CR,CBB,CP,CPI,CGF,BLE,CBRO,CSP,HCOTC,CAL,DKP,GCALC,GPDP,HLEC,GSCH,GPC,DSW,FMMI,TA,FMETH,FAA,CCHR,HLACA,HENTE,HASPN,HASPO,HY,CYSE,CMARI,HLC,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
35,뭉망이,dummy830@dummy.dummy,포메라니안,SPM,소형견,S,퓨어화이트,PH,성견,A,유루증,EP,now 퍼피,NO,그레인프리 스몰브리드 퍼피,NO002,5,이 사료만 먹는다 눈물도 많이 좋아졌다.,광주 남구,대한민국,광주광역시,남구,28.0,18.0,9.0,4.5,1.2,0.8,10.0,ATM,CPS,BPE,CPOT,AE,BPE,BL,HCO,HNFE,HCCO,ESAL,ADM,CAL,CCAR,CPU,CBAN,CBL,CCR,CR,CBB,CP,CPI,CGF,BLE,CBRO,CSP,HCOTC,CAL,DKP,GCALC,GPDP,HLEC,GSCH,GPC,DSW,FMMI,TA,FMETH,FAA,CCHR,HLACA,HENTE,HASPN,HASPO,HY,CYSE,CMARI,HLC,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
36,별이,dummy839@dummy.dummy,포메라니안,SPM,소형견,S,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,now,NO,그레인프리 스몰브리드 퍼피,NO002,4,아직까지는 잘 먹고 있다.질려하면 바꿔줘야지..,광주 동구,대한민국,광주광역시,동구,28.0,18.0,9.0,4.5,1.2,0.8,10.0,ATM,CPS,BPE,CPOT,AE,BPE,BL,HCO,HNFE,HCCO,ESAL,ADM,CAL,CCAR,CPU,CBAN,CBL,CCR,CR,CBB,CP,CPI,CGF,BLE,CBRO,CSP,HCOTC,CAL,DKP,GCALC,GPDP,HLEC,GSCH,GPC,DSW,FMMI,TA,FMETH,FAA,CCHR,HLACA,HENTE,HASPN,HASPO,HY,CYSE,CMARI,HLC,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
37,루루,dummy906@dummy.dummy,치와와,SCH,소형견,S,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,나우,NO,그레인프리 스몰브리드 퍼피,NO002,1,유류증으로 사료를 바꿔서 급여하였지만 오히려 역효과만 났다.,경북 문경시,대한민국,경상북도,문경시,28.0,18.0,9.0,4.5,1.2,0.8,10.0,ATM,CPS,BPE,CPOT,AE,BPE,BL,HCO,HNFE,HCCO,ESAL,ADM,CAL,CCAR,CPU,CBAN,CBL,CCR,CR,CBB,CP,CPI,CGF,BLE,CBRO,CSP,HCOTC,CAL,DKP,GCALC,GPDP,HLEC,GSCH,GPC,DSW,FMMI,TA,FMETH,FAA,CCHR,HLACA,HENTE,HASPN,HASPO,HY,CYSE,CMARI,HLC,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
38,유리,dummy935@dummy.dummy,치와와,SCH,소형견,S,퓨어화이트,PH,강아지,P,12개월 이하 아기,BU12,나우 퍼피,NO,그레인프리 스몰브리드 퍼피,NO002,4,눈물이 많이 좋아졌다.,인천 미추홀수,대한민국,인천광역시,미추홀구,28.0,18.0,9.0,4.5,1.2,0.8,10.0,ATM,CPS,BPE,CPOT,AE,BPE,BL,HCO,HNFE,HCCO,ESAL,ADM,CAL,CCAR,CPU,CBAN,CBL,CCR,CR,CBB,CP,CPI,CGF,BLE,CBRO,CSP,HCOTC,CAL,DKP,GCALC,GPDP,HLEC,GSCH,GPC,DSW,FMMI,TA,FMETH,FAA,CCHR,HLACA,HENTE,HASPN,HASPO,HY,CYSE,CMARI,HLC,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
39,유키,dummy940@dummy.dummy,치와와,SCH,소형견,S,퓨어화이트,PH,성견,A,유루증,EP,나우 퍼피,NO,그레인프리 스몰브리드 퍼피,NO002,4,사료를 바꾸고 나서 많이 좋아졌다.,인천 서구,대한민국,인천광역시,서구,28.0,18.0,9.0,4.5,1.2,0.8,10.0,ATM,CPS,BPE,CPOT,AE,BPE,BL,HCO,HNFE,HCCO,ESAL,ADM,CAL,CCAR,CPU,CBAN,CBL,CCR,CR,CBB,CP,CPI,CGF,BLE,CBRO,CSP,HCOTC,CAL,DKP,GCALC,GPDP,HLEC,GSCH,GPC,DSW,FMMI,TA,FMETH,FAA,CCHR,HLACA,HENTE,HASPN,HASPO,HY,CYSE,CMARI,HLC,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
40,구돌이,dummy959@dummy.dummy,치와와,SCH,소형견,S,퓨어화이트,PH,강아지,P,비만,OB,나우퍼피,NO,그레인프리 스몰브리드 퍼피,NO002,4,"정량 지키면서 급여 중이다. 바꾼지 얼마 안됐는데, 괜찮아보인다.",인천 서구,대한민국,인천광역시,서구,28.0,18.0,9.0,4.5,1.2,0.8,10.0,ATM,CPS,BPE,CPOT,AE,BPE,BL,HCO,HNFE,HCCO,ESAL,ADM,CAL,CCAR,CPU,CBAN,CBL,CCR,CR,CBB,CP,CPI,CGF,BLE,CBRO,CSP,HCOTC,CAL,DKP,GCALC,GPDP,HLEC,GSCH,GPC,DSW,FMMI,TA,FMETH,FAA,CCHR,HLACA,HENTE,HASPN,HASPO,HY,CYSE,CMARI,HLC,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
41,또또,dummy10@dummy.dummy,믹스견,MMX,중형견,M,브라운,BR,노견,S,피부병,SD,로얄캐닌,RN,미니 더마컴포트,RN003,2,잘 모르겠어요. 먹여보다가 안맞으면 다른 사료도 먹이려고 생각중입니다.,대전 중구,대한민국,대전광역시,중구,26.0,17.0,5.5,1.4,0.66,0.6,0.0,ALP,AP,BMA,BR,FMMI,HCEL,BBP,TA,HHY,HFO,CMARI,GTE,FMV,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
42,구름이,dummy55@dummy.dummy,믹스견,MMX,중형견,M,브라운,BR,노견,S,피부병,SD,로얄캐닌,RN,미니 더마컴포트,RN003,5,좋음! 우리 아가가 잘 먹어서 너무 좋습니다.,충북 청주시,대한민국,충청북도,청주시,26.0,17.0,5.5,1.4,0.66,0.6,0.0,ALP,AP,BMA,BR,FMMI,HCEL,BBP,TA,HHY,HFO,CMARI,GTE,FMV,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
43,버니,dummy137@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,노견,S,피부병,SD,로얄캐닌,RN,미니 더마컴포트,RN003,5,잘먹어요 가리지도 않고 잘 먹어서 좋습니다.,대전,대한민국,대전광역시,blank,26.0,17.0,5.5,1.4,0.66,0.6,0.0,ALP,AP,BMA,BR,FMMI,HCEL,BBP,TA,HHY,HFO,CMARI,GTE,FMV,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
44,단이,dummy223@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,노견,S,피부병,SD,로얄캐닌,RN,미니 더마컴포트,RN003,3,나쁘지 않음 근데 좋지도 않음…생각보다 잘먹는것같지는 않아서 조만간 바꿀 예정,대전,대한민국,대전광역시,blank,26.0,17.0,5.5,1.4,0.66,0.6,0.0,ALP,AP,BMA,BR,FMMI,HCEL,BBP,TA,HHY,HFO,CMARI,GTE,FMV,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
45,할리,dummy638@dummy.dummy,달마시안,BDL,대형견,B,퓨어화이트,PH,성견,A,피부병,SD,로얄캐닌,RN,미니 더마컴포트,RN003,5,잘 먹어요. 다른 사료보다 이 사료를 제일 좋아합니다.,경북 포항,대한민국,경상북도,포항시,26.0,17.0,5.5,1.4,0.66,0.6,0.0,ALP,AP,BMA,BR,FMMI,HCEL,BBP,TA,HHY,HFO,CMARI,GTE,FMV,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
46,졸리,dummy651@dummy.dummy,시츄,SST,소형견,S,퓨어화이트,PH,성견,A,피부병,SD,로얄캐닌,RN,미니 더마컴포트,RN003,4,피부병이 좋아지는지는 모르겠으나 배변의 양과 냄새가 줄어드는데 도움을 줌,전북 남원,대한민국,전라북도,남원시,26.0,17.0,5.5,1.4,0.66,0.6,0.0,ALP,AP,BMA,BR,FMMI,HCEL,BBP,TA,HHY,HFO,CMARI,GTE,FMV,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
47,썸머,dummy11@dummy.dummy,토이푸들,SPD,소형견,S,블랙,BL,성견,A,슬개골 탈구,LP,로얄캐닌,RN,푸들 어덜트,RN062,3,"보통입니다. 샘플도 이것 저것 먹여보고, 다 먹여봤지만...사료 차이는 크게 없는듯합니다(물론 제 생각) 간식 성애자죠...",대전 서구,대한민국,대전광역시,서구,30.0,19.0,5.3,2.0,0.8,0.6,0.0,BMA,APM,HVEGP,HANI,BR,BMA,BCG,AHAP,BBP,FMMI,HSO,HFO,HY,HDF,HFOS,HBO,CMARI,CGTE,CGE,EHC,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
48,알리,dummy50@dummy.dummy,푸들,SPD,소형견,S,브라운,BR,성견,A,치아 및 치주 질환,DD,로얄캐닌,RN,푸들 어덜트,RN062,3,잘 모르겠어요 사용하고있기는 한데...좋은지 안좋은지 아직까진 잘 모르겠네요,대전광역시,대한민국,대전광역시,blank,30.0,19.0,5.3,2.0,0.8,0.6,0.0,BMA,APM,HVEGP,HANI,BR,BMA,BCG,AHAP,BBP,FMMI,HSO,HFO,HY,HDF,HFOS,HBO,CMARI,CGTE,CGE,EHC,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
49,달래,dummy59@dummy.dummy,푸들,SPD,소형견,S,퓨어화이트,PH,성견,A,시력 이상,ESP,로얄캐닌,RN,푸들 어덜트,RN062,4,무난하다. 그냥 저냥 다른 사료와 비슷한 사료,대전광역시 유성구,대한민국,대전광역시,유성구,30.0,19.0,5.3,2.0,0.8,0.6,0.0,BMA,APM,HVEGP,HANI,BR,BMA,BCG,AHAP,BBP,FMMI,HSO,HFO,HY,HDF,HFOS,HBO,CMARI,CGTE,CGE,EHC,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
50,구구,dummy65@dummy.dummy,푸들,SPD,소형견,S,퓨어화이트,PH,노견,S,슬개골 탈구,LP,로얄캐닌,RN,푸들 어덜트,RN062,5,좋아요.앞으로도 계속 이 사료로 먹일 생각입니다.,대전 중구,대한민국,대전광역시,중구,30.0,19.0,5.3,2.0,0.8,0.6,0.0,BMA,APM,HVEGP,HANI,BR,BMA,BCG,AHAP,BBP,FMMI,HSO,HFO,HY,HDF,HFOS,HBO,CMARI,CGTE,CGE,EHC,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
51,둥이,dummy68@dummy.dummy,푸들,SPD,소형견,S,블랙,BL,성견,A,슬개골 탈구,LP,로얄캐닌,RN,푸들 어덜트,RN062,2,조금 기름지다. 이 부분만 개선하면 딱 좋을듯싶다.,대전 유성구,대한민국,대전광역시,유성구,30.0,19.0,5.3,2.0,0.8,0.6,0.0,BMA,APM,HVEGP,HANI,BR,BMA,BCG,AHAP,BBP,FMMI,HSO,HFO,HY,HDF,HFOS,HBO,CMARI,CGTE,CGE,EHC,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
52,로다,dummy88@dummy.dummy,푸들,SPD,소형견,S,블랙,BL,강아지,P,슬개골 탈구,LP,로얄캐닌,RN,푸들 어덜트,RN062,3,보통 맛있게 먹지도 않고 그냥저냥 먹는 느낌. 그래도 나쁘지는 않다.,대전 유성구,대한민국,대전광역시,유성구,30.0,19.0,5.3,2.0,0.8,0.6,0.0,BMA,APM,HVEGP,HANI,BR,BMA,BCG,AHAP,BBP,FMMI,HSO,HFO,HY,HDF,HFOS,HBO,CMARI,CGTE,CGE,EHC,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
53,콩심이,dummy245@dummy.dummy,푸들,SPD,소형견,S,브라운,BR,강아지,P,슬개골 탈구,LP,로얄캐닌,RN,푸들 어덜트,RN062,4,사료 냄새가 많이 남. 그래도 기호성도 좋고 잘 먹는것 같아 이용중,대전 유성구,대한민국,대전광역시,유성구,30.0,19.0,5.3,2.0,0.8,0.6,0.0,BMA,APM,HVEGP,HANI,BR,BMA,BCG,AHAP,BBP,FMMI,HSO,HFO,HY,HDF,HFOS,HBO,CMARI,CGTE,CGE,EHC,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
54,동민이,dummy246@dummy.dummy,푸들,SPD,소형견,S,그레이,GR,성견,A,시력 이상,ESP,로얄캐닌,RN,푸들 어덜트,RN062,4,변이 좋음. 사료 냄새가 좀 심하긴 하지만 맛있게 잘 먹어서 이용중,대전 서구,대한민국,대전광역시,서구,30.0,19.0,5.3,2.0,0.8,0.6,0.0,BMA,APM,HVEGP,HANI,BR,BMA,BCG,AHAP,BBP,FMMI,HSO,HFO,HY,HDF,HFOS,HBO,CMARI,CGTE,CGE,EHC,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
55,아루,dummy280@dummy.dummy,실버푸들,MMP,중형견,M,그레이,GR,성견,A,귓병,ET,로얄캐닌,RN,푸들 어덜트,RN062,4,"그냥 남들 써서 먹임 워낙 유명한 사료라 먹이고 있는데, 별탈 없이 잘 먹는 것 같아서 먹이고 있다.",대전,대한민국,대전광역시,blank,30.0,19.0,5.3,2.0,0.8,0.6,0.0,BMA,APM,HVEGP,HANI,BR,BMA,BCG,AHAP,BBP,FMMI,HSO,HFO,HY,HDF,HFOS,HBO,CMARI,CGTE,CGE,EHC,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
56,쿤,dummy320@dummy.dummy,토이푸들,SPD,소형견,S,퓨어화이트,PH,성견,A,슬개골 탈구,LP,로얄캐닌 푸들어덜트,RN,푸들 어덜트,RN062,4,유기견입양소에서 로얄캐닌스타터를 먹이고 있어서 로얄캐닌 시리즈로 먹이고 있습니다.,서울 관악구,대한민국,서울특별시,관악구,30.0,19.0,5.3,2.0,0.8,0.6,0.0,BMA,APM,HVEGP,HANI,BR,BMA,BCG,AHAP,BBP,FMMI,HSO,HFO,HY,HDF,HFOS,HBO,CMARI,CGTE,CGE,EHC,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
57,호제,dummy362@dummy.dummy,푸들,SPD,소형견,S,퓨어화이트,PH,강아지,P,유루증,EP,로얄캐닌,RN,푸들 어덜트,RN062,4,배변 냄새도 덜나는 편이고 사료냄새도 고약하지않고 좋으나 강아지 눈물을 잡아주지 않아 눈물잡아주는 사료로 교체하려 합니다,부산,대한민국,부산광역시,blank,30.0,19.0,5.3,2.0,0.8,0.6,0.0,BMA,APM,HVEGP,HANI,BR,BMA,BCG,AHAP,BBP,FMMI,HSO,HFO,HY,HDF,HFOS,HBO,CMARI,CGTE,CGE,EHC,HCAR,O6,O3,TA,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
